id,shortDescription,description,categories,gender,imageUrl,brandName,seasonCode,materials,colors,path
20112880,belted long wool-blend coat,"belted long wool-blend coat from Balmain featuring black, virgin wool-cashmere blend, gold-tone hardware, notched lapels, belted waist, long sleeves, belted cuffs, central rear vent and mid-calf length.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/11/28/80/20112880_45315358_54.jpg,Balmain,AW23,"Virgin Wool, Cashmere",0PA,/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20112880.jpg
20085440,A-line pleated trench coat,"A-line pleated trench coat from Alexander McQueen featuring ecru, flared design, notched lapels, double-breasted button fastening, belted waist, two side slit pockets, long sleeves, belted cuffs, drop shoulder, central rear vent and pleat detailing.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/20/08/54/40/20085440_51028773_54.jpg,Alexander McQueen,AW23,"Cupro, Cotton, Cotton","Neutrals, 2019 -PALE BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20085440.jpg
20929207,double-breasted wool coat,"double-breasted wool coat from Sportmax featuring black, virgin wool, notched lapels, shoulder pads, chest welt pocket, two front flap pockets, long sleeves, buttoned cuffs, straight hem and knee-length.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/92/92/07/20929207_50946072_54.jpg,Sportmax,AW23,"Virgin Wool, Polyester","Black, 013 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20929207.jpg
20889274,Gancio double-breasted peacoat,"Gancio double-breasted peacoat from FAY featuring navy blue, virgin wool blend, logo-debossed buttons, V-neck, notched lapels, double-breasted button fastening, front toggle fastening, long sleeves, buttoned cuffs and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/88/92/74/20889274_50851784_54.jpg,Fay,AW23,"Virgin Wool, Synthetic->Acetate, Polyamide, Polyester","Blue, SGLU809 NAVY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20889274.jpg
16112877,The Pimlico Heritage Car coat,"Honey cotton The Pimlico Heritage Car coat from BURBERRY featuring classic collar, concealed front button fastening, two side welt pockets, long sleeves, central rear vent and checked lining.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/16/11/28/77/16112877_30348105_54.jpg,Burberry,AW23,"Cotton, Cotton, Viscose","Brown, HONEY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/16112877.jpg
19018588,hooded padded coat,"hooded padded coat from CANADA GOOSE featuring black, duck feather, padded design, classic hood, logo patch at the sleeve, front two-way zip fastening, ribbed cuffs and straight hem.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/19/01/85/88/19018588_41511372_54.jpg,Canada Goose,AW23,"Furs & Skins->Duck Feathers, Cotton, Polyamide, Polyester","Black, 61 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19018588.jpg
18600125,hooded long puffer coat,"hooded long puffer coat from There Was One featuring quilted finish, padded design, two side flap pockets, concealed front fastening, drawstring hood, long sleeves, straight hem, black and cotton blend. When buying this unisex item, keep in mind that it is graded in standard men's sizing..","Men, Women, Clothing, Clothing, Coats, Coats, Down Coats, Single Breasted Coats",Unisex,https://cdn-images.farfetch-contents.com/18/60/01/25/18600125_40723889_54.jpg,There Was One,AW23,"Cotton, Polyamide, Polyamide","Black, 1000 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18600125.jpg
18847318,double-breasted fitted coat,"double-breasted fitted coat from MIU MIU featuring navy blue, wool, double-breasted button fastening, classic lapels, long sleeves and two side slit pockets.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/18/84/73/18/18847318_40947056_54.jpg,Miu Miu,AW22,Wool,"Blue, F0008 NAVY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18847318.jpg
20847767,long-sleeve shearling coat,"long-sleeve shearling coat from BLANCHA featuring jet black, shearling, notched lapels, front button fastening, long sleeves, buttoned cuffs, two side inset pockets, mid-calf length and straight hem.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/20/84/77/67/20847767_50770595_54.jpg,Blancha,AW23,Furs & Skins->Sheep Skin/Shearling,"Black, NERO",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20847767.jpg
19350674,diamond-quilted trench-coat,"diamond-quilted trench-coat from PRADA featuring black, leather, diamond quilting, logo plaque, classic collar, front button fastening, belted waist, long sleeves and mid-length.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/19/35/06/74/19350674_42682908_54.jpg,Prada,AW23,"Nylon, Leather","Black, F0002 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19350674.jpg
17848483,Merritt hooded parka coat,"Merritt hooded parka coat from CANADA GOOSE featuring black, down-feather filling, wind-resistant, reflective detailing, funnel neck, drawstring hood, front two-way zip fastening, two side slit pockets, logo patch at the sleeve and long sleeves.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/17/84/84/83/17848483_41161353_54.jpg,Canada Goose,SS23,"Cotton, Polyamide, Polyester, Furs & Skins->Duck Feathers","Black, 61 BLACK - NOIR",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/17848483.jpg
20544259,panelled wool-cashmere blend cape,"panelled wool-cashmere blend cape from HERNO featuring blush beige, wool blend, quilted panels, down-feather filling, funnel neck, front press-stud fastening, concealed front fastening, dolman sleeves, buttoned cuffs, two front patch pockets and fringed edge.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/54/42/59/20544259_50572865_54.jpg,Herno,AW23,"Feather Down, Wool, Cashmere","Neutrals, 1985 BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20544259.jpg
20142504,double-breasted long-length coat,"double-breasted long-length coat from JW Anderson featuring charcoal grey, silver-tone logo plaque, notched lapels, double-breasted button fastening, long sleeves, split cuffs, chest welt pocket, two front flap pockets, straight hem, central rear vent, full lining and long length.","Women, Men, Clothing, Clothing, Coats, Coats, Double Breasted & Peacoats, Double Breasted Coats",Unisex,https://cdn-images.farfetch-contents.com/20/14/25/04/20142504_50133834_54.jpg,JW Anderson,AW23,"Wool, Polyester, Virgin Wool","Grey, CHARCOAL",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20142504.jpg
20249530,double-breasted wool coat,"double-breasted wool coat from AMI Paris featuring beige, wool, shoulder pads, peak lapels, front button fastening, chest welt pocket, two side flap pockets, buttoned cuffs, central rear vent and straight hem.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/20/24/95/30/20249530_50504688_54.jpg,AMI Paris,AW23,Wool,"Neutrals, 265",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20249530.jpg
21339456,belted single-breasted cashmere coat,"belted single-breasted cashmere coat from JIL SANDER featuring ivory white, cashmere, notched collar, concealed front fastening, belted waist, long sleeves, two side welt pockets, central rear vent and calf-length.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/21/33/94/56/21339456_51345949_54.jpg,Jil Sander,AW23,"Cashmere, Viscose, Elastane","Neutrals, 689 IVORY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21339456.jpg
20842840,notched-lapels belted-waist coat ,"notched-lapels belted-waist coat from OSCAR DE LA RENTA featuring camel brown, virgin wool blend, reversible, notched lapels, belted waist, long sleeves and straight hem.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/20/84/28/40/20842840_50862095_54.jpg,Oscar de la Renta,AW23,"Virgin Wool, Wool or fine animal hair->RWS Wool, Mohair, Nylon","Brown, ALMOND",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20842840.jpg
19381775,Oredonne padded belted coat,"Oredonne padded belted coat from MONCLER featuring taupe brown, goose down, padded design, quilted, belted waist and front button fastening.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/19/38/17/75/19381775_44180273_54.jpg,Moncler,SS23,"Furs & Skins->Goose Down, Polyamide, Polyamide, Feather Down","Neutrals, 205 - STONE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19381775.jpg
20043954,leopard-print fringed poncho,"leopard-print fringed poncho from DOLCE & GABBANA featuring multicolour, wool-cashmere blend, all-over leopard print, cape design, high neck, asymmetric hem and fringed edge.","Women, Clothing, Coats, Capes",Woman,https://cdn-images.farfetch-contents.com/20/04/39/54/20043954_50625929_54.jpg,Dolce & Gabbana,AW23,"Wool, Cashmere","Brown, neutral, HA93M",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20043954.jpg
19907682,shiny padded coat,"shiny padded coat from MARANT ÉTOILE featuring black, high-shine finish, funnel neck, concealed front fastening, long sleeves and two side flap pockets.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/19/90/76/82/19907682_51441818_54.jpg,MARANT ÉTOILE,AW23,"Polyamide, Polyester, Cotton","Black, 01BK - DEBBY BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19907682.jpg
20682750,logo-patch wool cape ,"logo-patch wool cape from MONCLER featuring camel brown, wool, knitted construction, logo patch to the side, spread collar, front zip fastening, cape design and knee-length.","Women, Clothing, Coats, Capes",Woman,https://cdn-images.farfetch-contents.com/20/68/27/50/20682750_51244307_54.jpg,Moncler,AW23,"Polyamide, Polyester, Wool","Brown, 241 - SAND",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20682750.jpg
21389997,single-breasted wool coat,"single-breasted wool coat from MARANT ÉTOILE featuring medium grey, wool, herringbone pattern, notched lapels, front button fastening, chest welt pocket, two front flap pockets, long sleeves and straight hem.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/21/38/99/97/21389997_51388763_54.jpg,MARANT ÉTOILE,AW23,"Wool, Cotton, Viscose, Cupro","Grey, neutral, 90BE BEIGE ",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21389997.jpg
18434681,double-breasted wool coat,"double-breasted wool coat from SAINT LAURENT featuring navy blue, wool, peak lapels, double-breasted button fastening, two side slit pockets, long sleeves and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/18/43/46/81/18434681_40966353_54.jpg,Saint Laurent,AW23,"Spandex/Elastane, Wool","Blue, 4141 -DARK NAVY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18434681.jpg
20142309,single-breasted leather trench coat,"single-breasted leather trench coat from SIMONE ROCHA featuring chocolate brown, calf leather, notched lapels, long sleeves, front button fastening, two chest welt pockets, two side flap pockets and knee-length.","Women, Clothing, Coats, Leather Coats",Woman,https://cdn-images.farfetch-contents.com/20/14/23/09/20142309_50863219_54.jpg,Simone Rocha,AW23,"Viscose, Furs & Skins->Lambskin",CHOCOLATE,/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20142309.jpg
18454938,Waterloo garbardine trench coat,"Soft fawn cotton/calf leather Waterloo garbardine trench coat from BURBERRY featuring epaulettes, notched collar, double-breasted button fastening, belted waist and long sleeves.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/18/45/49/38/18454938_39601018_54.jpg,Burberry,AW23,"Viscose, Cotton, Furs & Skins->Calf Leather","Neutrals, SOFT FAWN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18454938.jpg
20513598,Suyen logo-patch padded coat,"Suyen logo-patch padded coat from MONCLER featuring midnight blue, down-feather filling, padded design, logo patch at the sleeve, drawstring neck, front zip fastening, straight hem and two side zip-fastening pockets.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/20/51/35/98/20513598_50830295_54.jpg,Moncler,AW23,"Polyamide, Polyester, Viscose, Feather Down","Blue, 77D - DARK BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20513598.jpg
20269101,Vintage Check-trim short trench coat,"Vintage Check-trim short trench coat from BURBERRY featuring beige, cotton blend, gabardine weave, wide notch lapels, epaulettes, double-breasted press-stud fastening, belted waist, long sleeves, belted cuffs, two press-stud fastening side pockets, Vintage Check-pattern lining, thigh-length and straight hem.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/20/26/91/01/20269101_50230982_54.jpg,Burberry,AW23,"Cotton, Viscose","Neutrals, HONEY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20269101.jpg
20963270,Butor quilted long gilet,"Butor quilted long gilet from MONCLER featuring black, duck down, diamond-quilted detailing, logo patch to the side, crew neck, sleeveless, front press-stud fastening, belted waist, two front patch pockets, straight hem and below-knee length.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/20/96/32/70/20963270_51075937_54.jpg,Moncler,AW23,"Polyester, Polyester, Furs & Skins->Duck Down, Feather Down","Black, 999 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20963270.jpg
18723628,The Mid-length Chelsea Heritage trench coat,"The Mid-length Chelsea Heritage trench coat from BURBERRY featuring blue, cotton, epaulettes, storm flap, classic collar, Vintage Check pattern, Ulster lapels, double-breasted button fastening, two side button-fastening pockets, belted waist, long sleeves, belted cuffs, rear slit and straight hem.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/18/72/36/28/18723628_40620909_54.jpg,Burberry,AW23,"Viscose, Cotton, Cotton","Blue, COAL BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18723628.jpg
21413321,notched-lapels shearling trench coat ,"notched-lapels shearling trench coat from BURBERRY featuring dark green, cotton, shearling, notched lapels, front press-stud fastening, belted waist, front tie fastening, long sleeves, straight hem and mid-length.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/21/41/33/21/21413321_51309835_54.jpg,Burberry,AW23,"Cotton, Synthetic->Modacrylic, Viscose, Cotton, Polyester, Cupro","Green, OTTER",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21413321.jpg
18963092,The Long Kensington Heritage trench coat,"The Long Kensington Heritage trench coat from BURBERRY featuring beige, cotton, double-breasted button fastening, belted waist, notched lapels, epaulettes, belted cuffs, central rear vent and Vintage Check-pattern lining.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/18/96/30/92/18963092_41259142_54.jpg,Burberry,AW23,"Cotton, Viscose, Cotton","Neutrals, HONEY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18963092.jpg
20758301,double-breasted virgin wool coat,"double-breasted virgin wool coat from TAGLIATORE featuring milk white, virgin wool, notched lapels, double-breasted button fastening, long sleeves, buttoned cuffs, two front flap pockets and thigh-length.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/75/83/01/20758301_50861007_54.jpg,Tagliatore,AW23,"Virgin Wool, Cupro","White, X1191 PANNA",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20758301.jpg
18600123,hooded long puffer coat,"hooded long puffer coat from There Was One featuring padded design, two side flap pockets, two side inset pockets, concealed front zip fastening, drawstring hood, long sleeves, mid-length, straight hem, military green and cotton blend. When buying this unisex item, keep in mind that it is graded in standard men's sizing..","Women, Men, Clothing, Clothing, Coats, Coats, Single Breasted Coats, Down Coats",Unisex,https://cdn-images.farfetch-contents.com/18/60/01/23/18600123_40724778_54.jpg,There Was One,AW23,"Cotton, Polyamide, Polyamide","Green, 5500 MILITARY GREEN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18600123.jpg
20077931,quilted padded zipped coat,"quilted padded zipped coat from HERNO featuring beige, feather down, padded design, quilted, front zip fastening, classic hood and two side flap pockets.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/07/79/31/20077931_45287801_54.jpg,Herno,AW23,"Feather Down, Polyamide, Synthetic->Polyimide","Neutrals, 2600 BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20077931.jpg
20642722,Kensington double-breasted trench coat,"Kensington double-breasted trench coat from BURBERRY featuring black, Vintage Check-pattern lining, double-breasted button fastening, wide peak lapels, belted waist, long sleeves, belted cuffs, two button-fastening pockets and thigh-length.","Women, Clothing, Coats, Double Breasted & Peacoats, Parkas",Woman,https://cdn-images.farfetch-contents.com/20/64/27/22/20642722_50561657_54.jpg,Burberry,AW23,"Viscose, Cotton","Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20642722.jpg
19350675,Re-Nylon hooded down coat,"Re-Nylon hooded down coat from PRADA featuring black, recycled nylon, down-feather filling, enamel triangle logo, classic hood, stand-up collar, front two-way zip fastening, long sleeves, belted waist and two side zip-fastening pockets.","Women, Clothing, Coats, Oversized Coats",Woman,https://cdn-images.farfetch-contents.com/19/35/06/75/19350675_42683358_54.jpg,Prada,AW22,"Nylon, Feather Down","Black, F0002 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19350675.jpg
19842395,notched-collar buttoned trench coat ,"notched-collar buttoned trench coat from BURBERRY featuring beige, cotton, notched collar, front button fastening, long sleeves, two side flap pockets, straight hem and checked lining.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/19/84/23/95/19842395_44748008_54.jpg,Burberry,AW23,"Cotton, Cotton, Viscose","Neutrals, SOFT FAWN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19842395.jpg
19476960,Lorette hooded parka coat,"Lorette hooded parka coat from CANADA GOOSE featuring beige, down-feather filling, quilted, water-repellent finish, tonal logo plaque, detachable hood, concealed front zip fastening, long sleeves, ribbed cuffs, two side inset pockets, internal zip-fastening pocket, internal pocket, buttoned central rear vent, straight hem and interior backpack straps.","Women, Clothing, Coats, Parkas",Woman,https://cdn-images.farfetch-contents.com/19/47/69/60/19476960_43434063_54.jpg,Canada Goose,AW23,"Feather Down, Cotton, Polyamide, Polyester","Neutrals, 99 GREIGE-GRÉGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19476960.jpg
21110222,A-line double-breasted wool coat,"A-line double-breasted wool coat from ERMANNO SCERVINO featuring black, wool, A-line, notched lapels, front button fastening, long sleeves and flared hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/21/11/02/22/21110222_51321115_54.jpg,Ermanno Scervino,AW23,"Wool, Cupro","Black, 95708 NERO",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21110222.jpg
20288804,notched-lapel double-breasted coat ,"notched-lapel double-breasted coat from Loulou Studio featuring cedar brown, wool-cashmere blend, notched lapels, felted, double-breasted button fastening, long length and central rear vent.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/28/88/04/20288804_51079505_54.jpg,Loulou Studio,AW23,"Wool, Cashmere","Brown, BROWN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20288804.jpg
20756850,Efegozi double-breasted coat,"Efegozi double-breasted coat from ISABEL MARANT featuring raspberry pink, virgin wool-cashmere blend, notched lapels, double-breasted button fastening, drop shoulder, long sleeves, buttoned cuffs, two front flap pockets, American rear vent and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/75/68/50/20756850_50713464_54.jpg,ISABEL MARANT,AW23,"Virgin Wool, Polyamide, Cashmere, Viscose, Viscose, Polyester","Pink, 40RY RASBERRY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20756850.jpg
19885191,zip-fastening hooded jacket,"zip-fastening hooded jacket from MONCLER featuring blue, cotton, classic hood, long sleeves, front zip fastening and two side zip-fastening pockets.","Women, Clothing, Coats, Single Breasted Coats",Woman,https://cdn-images.farfetch-contents.com/19/88/51/91/19885191_44785441_54.jpg,Moncler,AW23,"Cotton, Polyamide, Polyamide","Blue, 71Q LIGHT BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19885191.jpg
18213197,double-breasted leather coat,"Dark green leather double-breasted leather coat from PRADA featuring panelled design, distressed finish, double-breasted button fastening, notched collar, two side flap pockets, long sleeves and central rear vent.","Women, Clothing, Coats, Leather Coats",Woman,https://cdn-images.farfetch-contents.com/18/21/31/97/18213197_38793644_54.jpg,Prada,SS22,Leather,"Black, F0002 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18213197.jpg
18664837,houndstooth double-breasted coat,"houndstooth double-breasted coat from DOLCE & GABBANA featuring brown, houndstooth pattern, classic lapels, double-breasted button fastening, two front flap pockets, long sleeves, below-knee length and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/18/66/48/37/18664837_40922883_54.jpg,Dolce & Gabbana,AW23,"Synthetic->Acrylic, Elastane, Polyester, Polyester, Synthetic->Rayon, Virgin Wool, Wool","Neutrals, Black, S8030",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/18664837.jpg
19149423,shearling-lined suede jacket,"shearling-lined suede jacket from Halfboy featuring sand beige, calf leather, shearling lining, shearling trim, two front patch pockets, front zip fastening, long sleeves and straight hem.","Women, Clothing, Coats, Leather Coats",Woman,https://cdn-images.farfetch-contents.com/19/14/94/23/19149423_41952871_54.jpg,Halfboy,SS23,Furs & Skins->Ovine Leather (top grain),"Neutrals, SAND/CREAM",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19149423.jpg
19383261,drawstring-waist hooded coat,"drawstring-waist hooded coat from MONCLER featuring beige, classic hood, long sleeves, drawstring hood, drawstring waist and two front flap pockets.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/19/38/32/61/19383261_44833896_54.jpg,Moncler,AW23,"Polyamide, Polyamide","Neutrals, 20X - BEIGE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19383261.jpg
20621093,houndstooth double-breasted coat,"houndstooth double-breasted coat from ROCHAS featuring black/white, double-breasted button fastening, shoulder pads, collarless, long sleeves, two side slit pockets, full lining and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/62/10/93/20621093_50655642_54.jpg,Rochas,AW23,"Wool or fine animal hair->Alpaca Wool, Wool, Synthetic->Acrylic, Polyester, Synthetic->Acetate, Synthetic->Rayon","White, Black, 001 BLACK/WHITE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20621093.jpg
20140846,virgin-wool double-breasted coat,"virgin-wool double-breasted coat from BRUNELLO CUCINELLI featuring brown, virgin wool blend, buttoned-cuff sleeves, knee-length, peak lapels, double-breasted button fastening, long sleeves, two side flap pockets and central rear vent.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/14/08/46/20140846_50714735_54.jpg,Brunello Cucinelli,AW23,"Virgin Wool, Cashmere, Metals & Alloys->Eco Brass, Synthetic->Acetate, Silk","Brown, C006 - BRONZE BROWN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20140846.jpg
21356917,Theodore double-breasted coat,"Theodore double-breasted coat from ISABEL MARANT featuring ecru, virgin wool-cashmere blend, peak lapels, front button fastening, long sleeves, two side slash pockets and straight hem.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/21/35/69/17/21356917_51346379_54.jpg,ISABEL MARANT,AW23,"Virgin Wool, Polyamide, Cashmere, Viscose, Wool, Natural (other)->goat hair","Neutrals, 23EC ECRU",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21356917.jpg
20268297,reversible panelled car coat,"reversible panelled car coat from BURBERRY featuring beige, multicolour, cotton, house check pattern, reversible, panelled design, classic collar, concealed front fastening, belted waist, two front patch pockets, long sleeves, belted cuffs and straight hem.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/20/26/82/97/20268297_50230195_54.jpg,Burberry,AW23,"Cotton, Furs & Skins->Calf Leather","Neutrals, HONEY/AB IP CHECK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20268297.jpg
17052553,belted leather coat,"Brown lamb skin belted leather coat from P.A.R.O.S.H. featuring rounded collar, concealed front fastening, belted waist, long sleeves, two front welt pockets and mid-length.","Women, Clothing, Coats, Leather Coats",Woman,https://cdn-images.farfetch-contents.com/17/05/25/53/17052553_34235820_54.jpg,P.A.R.O.S.H.,AW22,"Polyester, Furs & Skins->Lamb Skin, Spandex/Elastane, Viscose","Brown, 086 TESTA DI MORO",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/17052553.jpg
19908615,layered trench coat,"layered trench coat from LVIR featuring khaki, cotton, wide notch lapels, front zip fastening, double-breasted button fastening, belted waist, long sleeves, buttoned cuffs, four front flap pockets and straight hem.","Women, Clothing, Coats, Trench Coats & Raincoats",Woman,https://cdn-images.farfetch-contents.com/19/90/86/15/19908615_50854517_54.jpg,LVIR,AW23,"Cotton, Polyurethane, Polyester","Green, KHAKI - KHAKI",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/19908615.jpg
21247711,peak-lapel double-breasted coat,"peak-lapel double-breasted coat from AMI Paris featuring taupe, cotton blend, peak lapels, double-breasted button fastening, long sleeves, buttoned cuffs, jetted chest pocket, two front flap pockets, straight hem, central rear vent, full lining and above-knee length.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/21/24/77/11/21247711_51294310_54.jpg,AMI Paris,AW23,"Cotton, Polyester, Polyester, Cotton","Neutrals, TAUPE/281",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/21247711.jpg
20472262,floral-jacquard double-breasted coat,"floral-jacquard double-breasted coat from ETRO featuring navy blue, multicolour, textured finish, patterned jacquard, spread collar, double-breasted button fastening, three-quarter length sleeves and central rear vent.","Women, Clothing, Coats, Double Breasted & Peacoats",Woman,https://cdn-images.farfetch-contents.com/20/47/22/62/20472262_50841108_54.jpg,ETRO,AW23,"Viscose, Viscose, Cotton, Synthetic->Acetate","Blue, neutral, 200 - BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/coats_images/20472262.jpg
